Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
7219351000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7219351000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7219351010;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219351010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7219351010;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7219351010;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219351010;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219351010;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219351010;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219351020;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219351020;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219351020;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219351020;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219351020;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219359000;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7219359000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7219359000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7219359000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7219359010;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219359010;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219359010;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219359010;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7219359010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7219359010;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219359010;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219359020;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219359020;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219359020;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219359020;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219359020;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7219900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7219900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Indonesia;5005;696;ID
7219900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7219900000;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7219902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7219902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7219902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7219902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7219902010;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219902010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7219902010;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219902010;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219902010;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219902010;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219902010;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7219902020;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219902020;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219902020;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219902020;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219902020;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7219908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7219908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7219908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7219908010;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7219908010;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219908010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7219908010;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219908010;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7219908010;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219908010;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219908020;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7219908020;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7219908020;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7219908020;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7219908020;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220000000;;;All third countries;Carbon Border Adjustment Mechanism;Iceland;1008;775;IS
7220000000;;;All third countries;Carbon Border Adjustment Mechanism;Norway;1008;775;NO
7220000000;;;All third countries;Carbon Border Adjustment Mechanism;Liechtenstein;1008;775;LI
7220000000;;;All third countries;Carbon Border Adjustment Mechanism;Melilla;1008;775;XL
7220000000;;;All third countries;Carbon Border Adjustment Mechanism;Ceuta;1008;775;XC
7220000000;;;All third countries;Carbon Border Adjustment Mechanism;Switzerland;1008;775;CH
7220000000;;;All third countries;Import control;Russian Federation;1008;763;RU
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220110000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220110000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);Türkiye;5005;696;TR
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);Viet Nam;5005;696;VN
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7220110000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7220110000;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220110010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220110010;;;ERGA OMNES;Definitive anti-dumping duty;Indonesia;1011;552;ID
7220110010;;;ERGA OMNES;Definitive anti-dumping duty;China;1011;552;CN
7220110090;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220110090;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220110090;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220120000;;098619;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220120000;;098620;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);Türkiye;5005;696;TR
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7220120000;;;Countries subject to safeguard measures;Additional duties (safeguard);Viet Nam;5005;696;VN
7220120000;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220120010;;;ERGA OMNES;Definitive anti-dumping duty;China;1011;552;CN
7220120010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220120010;;;ERGA OMNES;Definitive anti-dumping duty;Indonesia;1011;552;ID
7220120090;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220120090;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220120090;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220200000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220200000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7220200000;;;Countries subject to safeguard measures;Additional duties (safeguard);Indonesia;5005;696;ID
7220202100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220202100;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220202100;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220202100;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220202100;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220202110;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220202110;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220202110;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220202110;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220202110;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220202110;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220202110;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220202120;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220202120;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220202120;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220202120;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220202120;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220202900;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220202900;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220202900;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220202900;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220202900;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220202910;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220202910;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220202910;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220202910;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220202910;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220202910;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220202910;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220202920;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220202920;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220202920;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220202920;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220202920;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220204100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220204100;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220204100;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220204100;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220204100;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220204110;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220204110;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220204110;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220204110;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220204110;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220204110;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220204110;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220204120;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220204120;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220204120;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220204120;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220204120;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220204900;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220204900;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220204900;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220204900;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220204900;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220204910;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220204910;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220204910;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220204910;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220204910;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220204910;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220204910;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220204920;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220204920;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220204920;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220204920;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220204920;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220208100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220208100;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220208100;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220208100;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220208100;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220208110;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220208110;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220208110;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220208110;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220208110;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220208110;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220208110;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220208120;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220208120;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220208120;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220208120;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220208120;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220208900;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220208900;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220208900;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220208900;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220208910;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220208910;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220208910;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220208910;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220208910;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220208910;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220208910;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220208920;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220208920;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220208920;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220208920;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220208920;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220900000;;098621;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
