Goods code;Add code;Order No.;Origin code;Meas. type code;Meas. cond;Sequence;Certificate;Cond. amount;Mon. unit;Meas. unit;Meas. unit qual;Meas. action
0303691000;;097915;NZ;143;Q;9;;;;;;07
0303691000;;097915;NZ;143;Y;1;Y165;;;;;27
0303691000;;097915;NZ;143;Y;9;;;;;;07
0303691000;;;2012;142;B;1;Y021;;;;;27
0303691000;;;2012;142;B;2;;;;;;07
0303691010;;092759;1011;123;B;1;N990;;;;;27
0303691010;;092759;1011;123;B;2;;;;;;08
0303693000;;097915;NZ;143;Q;1;U120;;;;;27
0303693000;;097915;NZ;143;Q;2;U121;;;;;27
0303693000;;097915;NZ;143;Q;9;;;;;;07
0303693000;;097915;NZ;143;Y;1;Y165;;;;;27
0303693000;;097915;NZ;143;Y;9;;;;;;07
0303693000;;;2012;142;B;1;Y021;;;;;27
0303693000;;;2012;142;B;2;;;;;;07
0303695000;;097915;NZ;143;Q;1;U120;;;;;27
0303695000;;097915;NZ;143;Q;2;U121;;;;;27
0303695000;;097915;NZ;143;Q;9;;;;;;07
0303695000;;097915;NZ;143;Y;1;Y165;;;;;27
0303695000;;097915;NZ;143;Y;9;;;;;;07
0303695000;;;2012;142;B;1;Y021;;;;;27
0303695000;;;2012;142;B;2;;;;;;07
0303697000;;097915;NZ;143;Q;1;U120;;;;;27
0303697000;;097915;NZ;143;Q;2;U121;;;;;27
0303697000;;097915;NZ;143;Q;9;;;;;;07
0303697000;;097915;NZ;143;Y;1;Y165;;;;;27
0303697000;;097915;NZ;143;Y;9;;;;;;07
0303697000;;;2012;142;B;1;Y021;;;;;27
0303697000;;;2012;142;B;2;;;;;;07
0303698000;;097915;NZ;143;Q;1;U120;;;;;27
0303698000;;097915;NZ;143;Q;2;U121;;;;;27
0303698000;;097915;NZ;143;Q;9;;;;;;07
0303698000;;097915;NZ;143;Y;1;Y165;;;;;27
0303698000;;097915;NZ;143;Y;9;;;;;;07
0303698000;;;2012;142;B;1;Y021;;;;;27
0303698000;;;2012;142;B;2;;;;;;07
0303699000;;097915;NZ;143;Q;1;U120;;;;;27
0303699000;;097915;NZ;143;Q;2;U121;;;;;27
0303699000;;097915;NZ;143;Q;9;;;;;;07
0303699000;;097915;NZ;143;Y;1;Y165;;;;;27
0303699000;;097915;NZ;143;Y;9;;;;;;07
0303699000;;;2012;142;B;1;Y021;;;;;27
0303699000;;;2012;142;B;2;;;;;;07
0303810000;;;1006;142;B;1;U088;;;;;27
0303810000;;;1006;142;B;2;;;;;;07
0303810000;;;IL;142;Y;1;Y864;;;;;27
0303810000;;;IL;142;Y;3;;;;;;07
0303811500;;;2012;142;B;1;Y021;;;;;27
0303811500;;;2012;142;B;2;;;;;;07
0303813000;;;2012;142;B;1;Y021;;;;;27
0303813000;;;2012;142;B;2;;;;;;07
0303814000;;;2012;142;B;1;Y021;;;;;27
0303814000;;;2012;142;B;2;;;;;;07
0303815000;;;2012;142;B;1;Y021;;;;;27
0303815000;;;2012;142;B;2;;;;;;07
0303818000;;;2012;142;B;1;Y021;;;;;27
0303818000;;;2012;142;B;2;;;;;;07
0303820000;;;1006;142;B;1;U088;;;;;27
0303820000;;;1006;142;B;2;;;;;;07
0303820000;;;2012;142;B;1;Y021;;;;;27
0303820000;;;2012;142;B;2;;;;;;07
0303820000;;;IL;142;Y;1;Y864;;;;;27
0303820000;;;IL;142;Y;3;;;;;;07
0303830000;;;1006;142;B;1;U088;;;;;27
0303830000;;;1006;142;B;2;;;;;;07
0303830000;;;2012;142;B;1;Y021;;;;;27
0303830000;;;2012;142;B;2;;;;;;07
0303830000;;;IL;142;Y;1;Y864;;;;;27
0303830000;;;IL;142;Y;3;;;;;;07
0303840000;;;1006;142;B;1;U088;;;;;27
0303840000;;;1006;142;B;2;;;;;;07
0303840000;;;2012;142;B;1;Y021;;;;;27
0303840000;;;2012;142;B;2;;;;;;07
0303849000;;;IL;142;Y;1;Y864;;;;;27
0303849000;;;IL;142;Y;3;;;;;;07
0303890000;;097915;NZ;143;Q;1;U120;;;;;27
0303890000;;097915;NZ;143;Q;2;U121;;;;;27
0303890000;;097915;NZ;143;Q;9;;;;;;07
0303890000;;097915;NZ;143;Y;1;Y165;;;;;27
0303890000;;097915;NZ;143;Y;9;;;;;;07
0303891000;;;1006;142;B;1;U088;;;;;27
0303891000;;;1006;142;B;2;;;;;;07
0303891000;;;2012;142;B;1;Y021;;;;;27
0303891000;;;2012;142;B;2;;;;;;07
0303891000;;;IL;142;Y;1;Y864;;;;;27
0303891000;;;IL;142;Y;3;;;;;;07
0303892100;;090008;1008;123;B;1;N990;;;;;27
0303892100;;090008;1008;123;B;2;;;;;;08
0303892100;;;1006;142;B;1;U088;;;;;27
0303892100;;;1006;142;B;2;;;;;;07
0303892100;;;1011;105;B;1;N990;;;;;27
0303892100;;;1011;105;B;2;;;;;;08
0303892100;;;IL;142;Y;1;Y864;;;;;27
0303892100;;;IL;142;Y;3;;;;;;07
0303892900;;;1006;142;B;1;U088;;;;;27
0303892900;;;1006;142;B;2;;;;;;07
0303892900;;;2012;142;B;1;Y021;;;;;27
0303892900;;;2012;142;B;2;;;;;;07
0303892900;;;IL;142;Y;1;Y864;;;;;27
0303892900;;;IL;142;Y;3;;;;;;07
0303893100;;;1006;142;B;1;U088;;;;;27
0303893100;;;1006;142;B;2;;;;;;07
0303893100;;;2012;142;B;1;Y021;;;;;27
0303893100;;;2012;142;B;2;;;;;;07
0303893100;;;IL;142;Y;1;Y864;;;;;27
0303893100;;;IL;142;Y;3;;;;;;07
0303893100;;;IS;142;B;1;Y019;;;;;27
0303893100;;;IS;142;B;2;;;;;;07
0303893900;;;1006;142;B;1;U088;;;;;27
0303893900;;;1006;142;B;2;;;;;;07
0303893900;;;2012;142;B;1;Y021;;;;;27
0303893900;;;2012;142;B;2;;;;;;07
0303893900;;;IL;142;Y;1;Y864;;;;;27
0303893900;;;IL;142;Y;3;;;;;;07
0303893900;;;IS;142;B;1;Y019;;;;;27
0303893900;;;IS;142;B;2;;;;;;07
0303894000;;;1006;142;B;1;U088;;;;;27
0303894000;;;1006;142;B;2;;;;;;07
0303894000;;;2012;142;B;1;Y021;;;;;27
0303894000;;;2012;142;B;2;;;;;;07
0303894000;;;IL;142;Y;1;Y864;;;;;27
0303894000;;;IL;142;Y;3;;;;;;07
0303895000;;;1006;142;B;1;U088;;;;;27
0303895000;;;1006;142;B;2;;;;;;07
0303895000;;;2012;142;B;1;Y021;;;;;27
0303895000;;;2012;142;B;2;;;;;;07
0303895500;;;1006;142;B;1;U088;;;;;27
0303895500;;;1006;142;B;2;;;;;;07
0303895500;;;2012;142;B;1;Y021;;;;;27
0303895500;;;2012;142;B;2;;;;;;07
0303896000;;;1006;142;B;1;U088;;;;;27
0303896000;;;1006;142;B;2;;;;;;07
0303896000;;;2012;142;B;1;Y021;;;;;27
0303896000;;;2012;142;B;2;;;;;;07
0303896000;;;IL;142;Y;1;Y864;;;;;27
0303896000;;;IL;142;Y;3;;;;;;07
0303896500;;;1006;142;B;1;U088;;;;;27
0303896500;;;1006;142;B;2;;;;;;07
0303896500;;;2012;142;B;1;Y021;;;;;27
0303896500;;;2012;142;B;2;;;;;;07
0303896500;;;IL;142;Y;1;Y864;;;;;27
0303896500;;;IL;142;Y;3;;;;;;07
0303897000;;;1006;142;B;1;U088;;;;;27
0303897000;;;1006;142;B;2;;;;;;07
0303897000;;;2012;142;B;1;Y021;;;;;27
0303897000;;;2012;142;B;2;;;;;;07
0303897000;;;IL;142;Y;1;Y864;;;;;27
0303897000;;;IL;142;Y;3;;;;;;07
0303897010;;092760;1011;123;B;1;N990;;;;;27
0303897010;;092760;1011;123;B;2;;;;;;08
0303899000;;;1006;142;B;1;U088;;;;;27
0303899000;;;1006;142;B;2;;;;;;07
0303899000;;;2012;142;B;1;Y021;;;;;27
0303899000;;;2012;142;B;2;;;;;;07
0303899012;;;IL;142;Y;1;Y864;;;;;27
0303899012;;;IL;142;Y;3;;;;;;07
0303899030;;092760;1011;123;B;1;N990;;;;;27
0303899030;;092760;1011;123;B;2;;;;;;08
0303899092;;;IL;142;Y;1;Y864;;;;;27
0303899092;;;IL;142;Y;3;;;;;;07
0303910000;;;1006;142;B;1;U088;;;;;27
0303910000;;;1006;142;B;2;;;;;;07
0303910000;;;IL;142;Y;1;Y864;;;;;27
0303910000;;;IL;142;Y;3;;;;;;07
0303911000;;;1011;105;B;1;N990;;;;;27
0303911000;;;1011;105;B;2;;;;;;08
0303919010;;;2012;142;B;1;Y021;;;;;27
0303919010;;;2012;142;B;2;;;;;;07
0303919010;;;IS;142;B;1;Y019;;;;;27
0303919010;;;IS;142;B;2;;;;;;07
0303919096;;092748;1011;123;B;1;N990;;;;;27
0303919096;;092748;1011;123;B;2;;;;;;08
0303919096;;;2012;142;B;1;Y021;;;;;27
0303919096;;;2012;142;B;2;;;;;;07
0303919096;;;IS;142;B;1;Y019;;;;;27
0303919096;;;IS;142;B;2;;;;;;07
0303919099;;;2012;142;B;1;Y021;;;;;27
0303919099;;;2012;142;B;2;;;;;;07
0303919099;;;IS;142;B;1;Y019;;;;;27
0303919099;;;IS;142;B;2;;;;;;07
0303920000;;;1006;142;B;1;U088;;;;;27
0303920000;;;1006;142;B;2;;;;;;07
0303920000;;;2012;142;B;1;Y021;;;;;27
0303920000;;;2012;142;B;2;;;;;;07
0303990000;;;1006;142;B;1;U088;;;;;27
0303990000;;;1006;142;B;2;;;;;;07
0303990030;;;2012;142;B;1;Y021;;;;;27
0303990030;;;2012;142;B;2;;;;;;07
0303990035;;;2012;142;B;1;Y021;;;;;27
0303990035;;;2012;142;B;2;;;;;;07
0303990040;;;2012;142;B;1;Y021;;;;;27
0303990040;;;2012;142;B;2;;;;;;07
0303990045;;;2012;142;B;1;Y021;;;;;27
0303990045;;;2012;142;B;2;;;;;;07
0303990050;;;2012;142;B;1;Y021;;;;;27
0303990050;;;2012;142;B;2;;;;;;07
0303990055;;;2012;142;B;1;Y021;;;;;27
0303990055;;;2012;142;B;2;;;;;;07
0303990060;;;2012;142;B;1;Y021;;;;;27
0303990060;;;2012;142;B;2;;;;;;07
0303990065;;;2012;142;B;1;Y021;;;;;27
0303990065;;;2012;142;B;2;;;;;;07
0303990070;;;2012;142;B;1;Y021;;;;;27
0303990070;;;2012;142;B;2;;;;;;07
0303990080;;;IS;142;B;1;Y019;;;;;27
0303990080;;;IS;142;B;2;;;;;;07
0303990085;;;2012;142;B;1;Y021;;;;;27
0303990085;;;2012;142;B;2;;;;;;07
0303990087;;;2012;142;B;1;Y021;;;;;27
0303990087;;;2012;142;B;2;;;;;;07
0303990089;;;2012;142;B;1;Y021;;;;;27
0303990089;;;2012;142;B;2;;;;;;07
0303990095;;;2012;142;B;1;Y021;;;;;27
0303990095;;;2012;142;B;2;;;;;;07
0303990099;;;2012;142;B;1;Y021;;;;;27
0303990099;;;2012;142;B;2;;;;;;07
0304310000;;;1006;142;B;1;U088;;;;;27
0304310000;;;1006;142;B;2;;;;;;07
0304310000;;;2012;142;B;1;Y021;;;;;27
0304310000;;;2012;142;B;2;;;;;;07
0304310000;;;IL;142;Y;1;Y864;;;;;27
0304310000;;;IL;142;Y;3;;;;;;07
0304320000;;;1006;142;B;1;U088;;;;;27
0304320000;;;1006;142;B;2;;;;;;07
0304320000;;;2012;142;B;1;Y021;;;;;27
0304320000;;;2012;142;B;2;;;;;;07
0304320000;;;IL;142;Y;1;Y864;;;;;27
0304320000;;;IL;142;Y;3;;;;;;07
0304330000;;;1006;142;B;1;U088;;;;;27
0304330000;;;1006;142;B;2;;;;;;07
0304330000;;;2012;142;B;1;Y021;;;;;27
0304330000;;;2012;142;B;2;;;;;;07
0304330000;;;IL;142;Y;1;Y864;;;;;27
0304330000;;;IL;142;Y;3;;;;;;07
0304390000;;;1006;142;B;1;U088;;;;;27
0304390000;;;1006;142;B;2;;;;;;07
0304390000;;;IL;142;Y;1;Y864;;;;;27
0304390000;;;IL;142;Y;3;;;;;;07
0304390010;;;2012;142;B;1;Y021;;;;;27
0304390010;;;2012;142;B;2;;;;;;07
0304390020;;;2012;142;B;1;Y021;;;;;27
0304390020;;;2012;142;B;2;;;;;;07
0304390090;;;2012;142;B;1;Y021;;;;;27
0304390090;;;2012;142;B;2;;;;;;07
0304410000;;;1006;142;B;1;U088;;;;;27
0304410000;;;1006;142;B;2;;;;;;07
0304410000;;;IL;142;Y;1;Y864;;;;;27
0304410000;;;IL;142;Y;3;;;;;;07
0304420000;;;1006;142;B;1;U088;;;;;27
0304420000;;;1006;142;B;2;;;;;;07
0304420000;;;IL;142;Y;1;Y864;;;;;27
0304420000;;;IL;142;Y;3;;;;;;07
0304421000;;;2012;142;B;1;Y021;;;;;27
0304421000;;;2012;142;B;2;;;;;;07
0304425000;;;2012;142;B;1;Y021;;;;;27
0304425000;;;2012;142;B;2;;;;;;07
0304429000;;;2012;142;B;1;Y021;;;;;27
0304429000;;;2012;142;B;2;;;;;;07
0304430000;;;1006;142;B;1;U088;;;;;27
0304430000;;;1006;142;B;2;;;;;;07
0304430000;;;IL;142;Y;1;Y864;;;;;27
0304430000;;;IL;142;Y;3;;;;;;07
0304430010;;;2012;142;B;1;Y021;;;;;27
0304430010;;;2012;142;B;2;;;;;;07
0304430090;;;2012;142;B;1;Y021;;;;;27
0304430090;;;2012;142;B;2;;;;;;07
0304440000;;;1006;142;B;1;U088;;;;;27
0304440000;;;1006;142;B;2;;;;;;07
0304440000;;;IL;142;Y;1;Y864;;;;;27
0304440000;;;IL;142;Y;3;;;;;;07
0304441000;;;2012;142;B;1;Y021;;;;;27
0304441000;;;2012;142;B;2;;;;;;07
0304443000;;;2012;142;B;1;Y021;;;;;27
0304443000;;;2012;142;B;2;;;;;;07
0304449010;;;2012;142;B;1;Y021;;;;;27
0304449010;;;2012;142;B;2;;;;;;07
0304449090;;;2012;142;B;1;Y021;;;;;27
0304449090;;;2012;142;B;2;;;;;;07
0304450000;;;1006;142;B;1;U088;;;;;27
0304450000;;;1006;142;B;2;;;;;;07
0304450000;;;2012;142;B;1;Y021;;;;;27
0304450000;;;2012;142;B;2;;;;;;07
0304450000;;;IL;142;Y;1;Y864;;;;;27
0304450000;;;IL;142;Y;3;;;;;;07
0304460000;;;1006;142;B;1;U088;;;;;27
0304460000;;;1006;142;B;2;;;;;;07
0304460000;;;2012;142;B;1;Y021;;;;;27
0304460000;;;2012;142;B;2;;;;;;07
0304460000;;;IL;142;Y;1;Y864;;;;;27
0304460000;;;IL;142;Y;3;;;;;;07
0304470000;;;1006;142;B;1;U088;;;;;27
0304470000;;;1006;142;B;2;;;;;;07
0304470000;;;2012;142;B;1;Y021;;;;;27
0304470000;;;2012;142;B;2;;;;;;07
0304470000;;;IL;142;Y;1;Y864;;;;;27
0304470000;;;IL;142;Y;3;;;;;;07
0304480000;;;1006;142;B;1;U088;;;;;27
0304480000;;;1006;142;B;2;;;;;;07
0304480000;;;2012;142;B;1;Y021;;;;;27
0304480000;;;2012;142;B;2;;;;;;07
0304480000;;;IL;142;Y;1;Y864;;;;;27
0304480000;;;IL;142;Y;3;;;;;;07
0304490000;;;1006;142;B;1;U088;;;;;27
0304490000;;;1006;142;B;2;;;;;;07
0304491000;;;2012;142;B;1;Y021;;;;;27
0304491000;;;2012;142;B;2;;;;;;07
0304491000;;;IL;142;Y;1;Y864;;;;;27
0304491000;;;IL;142;Y;3;;;;;;07
0304495000;;;2012;142;B;1;Y021;;;;;27
0304495000;;;2012;142;B;2;;;;;;07
0304495000;;;IL;142;Y;1;Y864;;;;;27
0304495000;;;IL;142;Y;3;;;;;;07
0304499010;;;IL;142;Y;1;Y864;;;;;27
0304499010;;;IL;142;Y;3;;;;;;07
0304499020;;;IL;142;Y;1;Y864;;;;;27
0304499020;;;IL;142;Y;3;;;;;;07
0304499030;;;2012;142;B;1;Y021;;;;;27
0304499030;;;2012;142;B;2;;;;;;07
0304499030;;;IL;142;Y;1;Y864;;;;;27
0304499030;;;IL;142;Y;3;;;;;;07
0304499040;;;2012;142;B;1;Y021;;;;;27
0304499040;;;2012;142;B;2;;;;;;07
0304499040;;;IL;142;Y;1;Y864;;;;;27
0304499040;;;IL;142;Y;3;;;;;;07
0304499050;;;2012;142;B;1;Y021;;;;;27
0304499050;;;2012;142;B;2;;;;;;07
0304499060;;;2012;142;B;1;Y021;;;;;27
0304499060;;;2012;142;B;2;;;;;;07
0304499070;;;2012;142;B;1;Y021;;;;;27
0304499070;;;2012;142;B;2;;;;;;07
0304499090;;;2012;142;B;1;Y021;;;;;27
0304499090;;;2012;142;B;2;;;;;;07
0304499090;;;IL;142;Y;1;Y864;;;;;27
0304499090;;;IL;142;Y;3;;;;;;07
0304510000;;;1006;142;B;1;U088;;;;;27
0304510000;;;1006;142;B;2;;;;;;07
0304510000;;;2012;142;B;1;Y021;;;;;27
0304510000;;;2012;142;B;2;;;;;;07
0304510000;;;IL;142;Y;1;Y864;;;;;27
0304510000;;;IL;142;Y;3;;;;;;07
0304520000;;;1006;142;B;1;U088;;;;;27
0304520000;;;1006;142;B;2;;;;;;07
0304520000;;;2012;142;B;1;Y021;;;;;27
0304520000;;;2012;142;B;2;;;;;;07
0304520000;;;IL;142;Y;1;Y864;;;;;27
0304520000;;;IL;142;Y;3;;;;;;07
0304530000;;;1006;142;B;1;U088;;;;;27
0304530000;;;1006;142;B;2;;;;;;07
0304530000;;;IL;142;Y;1;Y864;;;;;27
0304530000;;;IL;142;Y;3;;;;;;07
0304530011;;;2012;142;B;1;Y021;;;;;27
0304530011;;;2012;142;B;2;;;;;;07
0304530011;;;IS;142;B;1;Y019;;;;;27
0304530011;;;IS;142;B;2;;;;;;07
0304530019;;;2012;142;B;1;Y021;;;;;27
0304530019;;;2012;142;B;2;;;;;;07
0304530020;;;2012;142;B;1;Y021;;;;;27
0304530020;;;2012;142;B;2;;;;;;07
0304530020;;;IS;142;B;1;Y019;;;;;27
0304530020;;;IS;142;B;2;;;;;;07
0304530031;;;2012;142;B;1;Y021;;;;;27
0304530031;;;2012;142;B;2;;;;;;07
0304530031;;;IS;145;B;1;N990;;;;;27
0304530031;;;IS;145;B;2;;;;;;08
0304530039;;;2012;142;B;1;Y021;;;;;27
0304530039;;;2012;142;B;2;;;;;;07
0304530039;;;IS;142;B;1;Y019;;;;;27
0304530039;;;IS;142;B;2;;;;;;07
0304530090;;;2012;142;B;1;Y021;;;;;27
0304530090;;;2012;142;B;2;;;;;;07
0304540000;;;1006;142;B;1;U088;;;;;27
0304540000;;;1006;142;B;2;;;;;;07
0304540000;;;2012;142;B;1;Y021;;;;;27
0304540000;;;2012;142;B;2;;;;;;07
0304540000;;;IL;142;Y;1;Y864;;;;;27
0304540000;;;IL;142;Y;3;;;;;;07
0304550000;;;1006;142;B;1;U088;;;;;27
0304550000;;;1006;142;B;2;;;;;;07
0304550000;;;2012;142;B;1;Y021;;;;;27
0304550000;;;2012;142;B;2;;;;;;07
0304550000;;;IL;142;Y;1;Y864;;;;;27
0304550000;;;IL;142;Y;3;;;;;;07
0304560000;;;1006;142;B;1;U088;;;;;27
0304560000;;;1006;142;B;2;;;;;;07
0304561000;;;2012;142;B;1;Y021;;;;;27
0304561000;;;2012;142;B;2;;;;;;07
0304561000;;;IL;142;Y;1;Y864;;;;;27
0304561000;;;IL;142;Y;3;;;;;;07
0304562000;;;2012;142;B;1;Y021;;;;;27
0304562000;;;2012;142;B;2;;;;;;07
0304562000;;;IL;142;Y;1;Y864;;;;;27
0304562000;;;IL;142;Y;3;;;;;;07
0304563000;;;2012;142;B;1;Y021;;;;;27
0304563000;;;2012;142;B;2;;;;;;07
0304563000;;;IL;142;Y;1;Y864;;;;;27
0304563000;;;IL;142;Y;3;;;;;;07
0304569000;;;2012;142;B;1;Y021;;;;;27
0304569000;;;2012;142;B;2;;;;;;07
0304569000;;;IL;142;Y;1;Y864;;;;;27
0304569000;;;IL;142;Y;3;;;;;;07
0304570000;;;1006;142;B;1;U088;;;;;27
0304570000;;;1006;142;B;2;;;;;;07
0304570000;;;2012;142;B;1;Y021;;;;;27
0304570000;;;2012;142;B;2;;;;;;07
0304570000;;;IL;142;Y;1;Y864;;;;;27
0304570000;;;IL;142;Y;3;;;;;;07
0304591000;;;1006;142;B;1;U088;;;;;27
0304591000;;;1006;142;B;2;;;;;;07
0304591000;;;2012;142;B;1;Y021;;;;;27
0304591000;;;2012;142;B;2;;;;;;07
0304591000;;;IL;142;Y;1;Y864;;;;;27
0304591000;;;IL;142;Y;3;;;;;;07
0304595000;;;1006;142;B;1;U088;;;;;27
0304595000;;;1006;142;B;2;;;;;;07
0304595000;;;IL;142;Y;1;Y864;;;;;27
0304595000;;;IL;142;Y;3;;;;;;07
0304599000;;;1006;142;B;1;U088;;;;;27
0304599000;;;1006;142;B;2;;;;;;07
0304599010;;;IL;142;Y;1;Y864;;;;;27
0304599010;;;IL;142;Y;3;;;;;;07
0304599015;;;2012;142;B;1;Y021;;;;;27
0304599015;;;2012;142;B;2;;;;;;07
0304599015;;;IL;142;Y;1;Y864;;;;;27
0304599015;;;IL;142;Y;3;;;;;;07
0304599020;;;2012;142;B;1;Y021;;;;;27
0304599020;;;2012;142;B;2;;;;;;07
0304599020;;;IL;142;Y;1;Y864;;;;;27
0304599020;;;IL;142;Y;3;;;;;;07
0304599030;;;2012;142;B;1;Y021;;;;;27
0304599030;;;2012;142;B;2;;;;;;07
0304599030;;;IL;142;Y;1;Y864;;;;;27
0304599030;;;IL;142;Y;3;;;;;;07
0304599035;;;2012;142;B;1;Y021;;;;;27
0304599035;;;2012;142;B;2;;;;;;07
0304599035;;;IL;142;Y;1;Y864;;;;;27
0304599035;;;IL;142;Y;3;;;;;;07
0304599040;;;2012;142;B;1;Y021;;;;;27
0304599040;;;2012;142;B;2;;;;;;07
0304599045;;;2012;142;B;1;Y021;;;;;27
0304599045;;;2012;142;B;2;;;;;;07
0304599050;;;2012;142;B;1;Y021;;;;;27
0304599050;;;2012;142;B;2;;;;;;07
0304599050;;;IL;142;Y;1;Y864;;;;;27
0304599050;;;IL;142;Y;3;;;;;;07
0304599050;;;IS;142;B;1;Y019;;;;;27
0304599050;;;IS;142;B;2;;;;;;07
0304599055;;;2012;142;B;1;Y021;;;;;27
0304599055;;;2012;142;B;2;;;;;;07
0304599065;;;2012;142;B;1;Y021;;;;;27
0304599065;;;2012;142;B;2;;;;;;07
0304599090;;;2012;142;B;1;Y021;;;;;27
0304599090;;;2012;142;B;2;;;;;;07
0304599090;;;IL;142;Y;1;Y864;;;;;27
0304599090;;;IL;142;Y;3;;;;;;07
0304610000;;;1006;142;B;1;U088;;;;;27
0304610000;;;1006;142;B;2;;;;;;07
0304610000;;;2012;142;B;1;Y021;;;;;27
0304610000;;;2012;142;B;2;;;;;;07
0304610000;;;IL;142;Y;1;Y864;;;;;27
0304610000;;;IL;142;Y;3;;;;;;07
0304610010;;092515;1011;123;B;1;N990;;;;;27
0304610010;;092515;1011;123;B;2;;;;;;08
0304620000;;;1006;142;B;1;U088;;;;;27
0304620000;;;1006;142;B;2;;;;;;07
0304620000;;;2012;142;B;1;Y021;;;;;27
0304620000;;;2012;142;B;2;;;;;;07
0304620000;;;IL;142;Y;1;Y864;;;;;27
0304620000;;;IL;142;Y;3;;;;;;07
0304630000;;;1006;142;B;1;U088;;;;;27
0304630000;;;1006;142;B;2;;;;;;07
0304630000;;;2012;142;B;1;Y021;;;;;27
0304630000;;;2012;142;B;2;;;;;;07
0304630000;;;IL;142;Y;1;Y864;;;;;27
0304630000;;;IL;142;Y;3;;;;;;07
0304690000;;;1006;142;B;1;U088;;;;;27
0304690000;;;1006;142;B;2;;;;;;07
0304690000;;;IL;142;Y;1;Y864;;;;;27
0304690000;;;IL;142;Y;3;;;;;;07
0304690010;;;2012;142;B;1;Y021;;;;;27
0304690010;;;2012;142;B;2;;;;;;07
0304690020;;;2012;142;B;1;Y021;;;;;27
0304690020;;;2012;142;B;2;;;;;;07
0304690090;;;2012;142;B;1;Y021;;;;;27
0304690090;;;2012;142;B;2;;;;;;07
0304710000;;;IL;142;Y;1;Y864;;;;;27
0304710000;;;IL;142;Y;3;;;;;;07
0304711000;;;1006;142;B;1;U088;;;;;27
0304711000;;;1006;142;B;2;;;;;;07
0304711000;;;2012;142;B;1;Y021;;;;;27
0304711000;;;2012;142;B;2;;;;;;07
0304711000;;;IS;142;B;1;Y019;;;;;27
0304711000;;;IS;142;B;2;;;;;;07
0304711000;;;NO;142;B;1;Y020;;;;;27
0304711000;;;NO;142;B;2;;;;;;07
0304711010;;092776;1011;123;B;1;N990;;;;;27
0304711010;;092776;1011;123;B;2;;;;;;08
0304719000;;;1006;142;B;1;U088;;;;;27
0304719000;;;1006;142;B;2;;;;;;07
0304719000;;;2012;142;B;1;Y021;;;;;27
0304719000;;;2012;142;B;2;;;;;;07
0304719000;;;IS;142;B;1;Y019;;;;;27
0304719000;;;IS;142;B;2;;;;;;07
0304719000;;;NO;142;B;1;Y020;;;;;27
0304719000;;;NO;142;B;2;;;;;;07
0304719010;;092776;1011;123;B;1;N990;;;;;27
0304719010;;092776;1011;123;B;2;;;;;;08
0304720000;;;1006;142;B;1;U088;;;;;27
0304720000;;;1006;142;B;2;;;;;;07
0304720000;;;2012;142;B;1;Y021;;;;;27
0304720000;;;2012;142;B;2;;;;;;07
0304720000;;;IL;142;Y;1;Y864;;;;;27
0304720000;;;IL;142;Y;3;;;;;;07
0304720000;;;IS;142;B;1;Y019;;;;;27
0304720000;;;IS;142;B;2;;;;;;07
0304720000;;;NO;142;B;1;Y020;;;;;27
0304720000;;;NO;142;B;2;;;;;;07
0304730000;;;1006;142;B;1;U088;;;;;27
0304730000;;;1006;142;B;2;;;;;;07
0304730000;;;2012;142;B;1;Y021;;;;;27
0304730000;;;2012;142;B;2;;;;;;07
0304730000;;;IL;142;Y;1;Y864;;;;;27
0304730000;;;IL;142;Y;3;;;;;;07
0304730000;;;IS;142;B;1;Y019;;;;;27
0304730000;;;IS;142;B;2;;;;;;07
0304730000;;;NO;142;B;1;Y020;;;;;27
0304730000;;;NO;142;B;2;;;;;;07
0304740000;;;1006;142;B;1;U088;;;;;27
0304740000;;;1006;142;B;2;;;;;;07
0304740000;;;IL;142;Y;1;Y864;;;;;27
0304740000;;;IL;142;Y;3;;;;;;07
0304741100;;;2012;142;B;1;Y021;;;;;27
0304741100;;;2012;142;B;2;;;;;;07
0304741100;;;IS;142;B;1;Y019;;;;;27
0304741100;;;IS;142;B;2;;;;;;07
0304741100;;;NO;142;B;1;Y020;;;;;27
0304741100;;;NO;142;B;2;;;;;;07
0304741500;;;2012;142;B;1;Y021;;;;;27
0304741500;;;2012;142;B;2;;;;;;07
0304741500;;;IS;142;B;1;Y019;;;;;27
0304741500;;;IS;142;B;2;;;;;;07
0304741500;;;NO;142;B;1;Y020;;;;;27
0304741500;;;NO;142;B;2;;;;;;07
0304741510;;092774;1011;123;B;1;N990;;;;;27
0304741510;;092774;1011;123;B;2;;;;;;08
0304741900;;;2012;142;B;1;Y021;;;;;27
0304741900;;;2012;142;B;2;;;;;;07
0304741900;;;IS;142;B;1;Y019;;;;;27
0304741900;;;IS;142;B;2;;;;;;07
0304741900;;;NO;142;B;1;Y020;;;;;27
0304741900;;;NO;142;B;2;;;;;;07
0304741910;;092774;1011;123;B;1;N990;;;;;27
0304741910;;092774;1011;123;B;2;;;;;;08
0304749000;;;2012;142;B;1;Y021;;;;;27
0304749000;;;2012;142;B;2;;;;;;07
0304749000;;;IS;142;B;1;Y019;;;;;27
0304749000;;;IS;142;B;2;;;;;;07
0304749000;;;NO;142;B;1;Y020;;;;;27
0304749000;;;NO;142;B;2;;;;;;07
0304750000;;;1006;142;B;1;U088;;;;;27
